Trx Date,Trx Number,Party Name,Ship City,Ship State,Ship Postal Code,Shipping Method,Segment1,Cases SUM,24 PBE Cases
1/30/2017,11909895,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00031,1080,810
1/30/2017,11909908,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00031,1080,810
1/30/2017,11909911,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00031,1080,810
1/30/2017,11909918,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00031,1440,1080
1/31/2017,11909928,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00031,1440,1080
1/31/2017,11909929,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00031,1440,1080
1/31/2017,11909933,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,1440,1080
1/31/2017,11909934,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00031,1440,1080
1/31/2017,11909935,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,1440,1080
1/31/2017,11909936,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,1440,1080
1/31/2017,11909938,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,1440,1080
1/31/2017,11909966,CUSTOMER 6,TULTITLAN,MX,54945,DELIVERY,FNG00009,1680,1050
1/31/2017,11909970,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00031,1440,1080
1/31/2017,11909972,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00031,1440,1080
1/31/2017,11909974,CUSTOMER 6,GUADALUPE,NL,67110,DELIVERY,FNG00009,1680,1050
1/31/2017,11909975,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00031,1440,1080
1/4/2017,11909012,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/5/2017,11909034,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/5/2017,11909043,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/5/2017,11909045,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/5/2017,11909047,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/6/2017,11909050,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/6/2017,11909056,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/6/2017,11909059,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/7/2017,11909083,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/7/2017,11909084,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/7/2017,11909094,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/7/2017,11909095,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/7/2017,11909096,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/8/2017,11909101,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/8/2017,11909102,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/8/2017,11909111,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/9/2017,11909133,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/9/2017,11909138,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/9/2017,11909139,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/9/2017,11909143,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/9/2017,11909144,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/10/2017,11909153,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/12/2017,11909205,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/12/2017,11909207,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/12/2017,11909220,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/13/2017,11909266,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/14/2017,11909294,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/14/2017,11909308,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/15/2017,11909323,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/15/2017,11909327,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/15/2017,11909328,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/15/2017,11909334,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/17/2017,11909373,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/17/2017,11909386,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/18/2017,11909421,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/20/2017,11909493,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/20/2017,11909506,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/20/2017,11909522,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/21/2017,11909531,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/21/2017,11909552,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/21/2017,11909553,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/21/2017,11909557,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/21/2017,11909568,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/21/2017,11909571,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,792,495
1/22/2017,11909589,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/23/2017,11909601,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/23/2017,11909604,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/24/2017,11909624,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/24/2017,11909646,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/24/2017,11909656,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/25/2017,11909680,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/25/2017,11909718,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/26/2017,11909739,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,792,495
1/26/2017,11909740,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,792,495
1/26/2017,11909760,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/27/2017,11909775,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/27/2017,11909786,CUSTOMER 6,TLAJOMULCO DE ZUNIGA,JA,45670,DELIVERY,FNG00022,1056,660
1/27/2017,11909790,CUSTOMER 6,TLAJOMULCO DE ZUNIGA,JA,45670,DELIVERY,FNG00022,1056,660
1/27/2017,11909797,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00030,1056,660
1/27/2017,11909800,CUSTOMER 6,GUADALUPE,NL,67110,DELIVERY,FNG00022,1056,660
1/27/2017,11909801,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/28/2017,11909818,CUSTOMER 6,GUADALUPE,NL,67110,DELIVERY,FNG00022,1056,660
1/28/2017,11909848,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/28/2017,11909849,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00030,1056,660
1/28/2017,11909852,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,792,495
1/29/2017,11909864,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,792,495
1/29/2017,11909872,CUSTOMER 6,TULTITLAN,MX,54945,DELIVERY,FNG00022,1056,660
1/29/2017,11909874,CUSTOMER 6,GUADALUPE,NL,67110,DELIVERY,FNG00022,1056,660
1/30/2017,11909885,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00030,1056,660
1/31/2017,11909930,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/31/2017,11909932,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,1056,660
1/31/2017,11909937,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00030,1056,660
1/31/2017,11909968,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00030,1056,660
1/2/2017,11908937,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1080,2880
1/2/2017,11908944,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1080,2880
1/2/2017,11908945,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1080,2880
1/3/2017,11908976,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1080,2880
1/3/2017,11908979,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/3/2017,11908981,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1080,2880
1/3/2017,11908985,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/4/2017,11909005,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/4/2017,11909007,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/5/2017,11909037,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/5/2017,11909038,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/6/2017,11909057,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/6/2017,11909066,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/6/2017,11909078,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/7/2017,11909093,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/7/2017,11909097,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/8/2017,11909113,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/10/2017,11909154,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/10/2017,11909161,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/10/2017,11909170,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/10/2017,11909171,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/11/2017,11909191,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/11/2017,11909196,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/12/2017,11909217,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/12/2017,11909221,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/12/2017,11909231,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/13/2017,11909277,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00019,4032,4032
1/13/2017,11909279,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00019,4032,4032
1/14/2017,11909301,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/14/2017,11909304,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/15/2017,11909316,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/15/2017,11909320,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/15/2017,11909329,CUSTOMER 3,EL SALTO,JA,45690,DELIVERY,FNG00019,4032,4032
1/15/2017,11909333,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/16/2017,11909340,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1080,2880
1/16/2017,11909341,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1080,2880
1/16/2017,11909355,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/16/2017,11909356,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/16/2017,11909370,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/17/2017,11909372,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/17/2017,11909374,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00019,4032,4032
1/17/2017,11909385,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/18/2017,11909417,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/18/2017,11909432,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/19/2017,11909462,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/19/2017,11909479,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/20/2017,11909513,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/21/2017,11909565,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/21/2017,11909566,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/23/2017,11909595,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/23/2017,11909599,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/23/2017,11909610,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/23/2017,11909612,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/24/2017,11909619,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/25/2017,11909676,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/25/2017,11909683,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/25/2017,11909684,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/25/2017,11909687,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/25/2017,11909714,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/25/2017,11909717,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/26/2017,11909721,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/26/2017,11909725,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/26/2017,11909734,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1080,2880
1/26/2017,11909758,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/27/2017,11909808,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/28/2017,11909812,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,1440,3840
1/28/2017,11909813,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/28/2017,11909815,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1440,3840
1/28/2017,11909816,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/28/2017,11909820,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1080,2880
1/28/2017,11909821,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1080,2880
1/28/2017,11909835,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/28/2017,11909838,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1080,2880
1/28/2017,11909854,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,1080,2880
1/28/2017,11909856,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00043,1440,3840
1/30/2017,11909894,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1080,2880
1/30/2017,11909909,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1080,2880
1/30/2017,11909917,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00043,1440,3840
1/31/2017,11909920,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/31/2017,11909965,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,1440,3840
1/31/2017,11909971,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00043,1440,3840
1/5/2017,11909023,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00015,-756,-756
1/5/2017,11909024,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00014,-1260,-1260
1/5/2017,11909024,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00015,-84,-84
1/5/2017,11909026,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45670,DELIVERY,FNG00015,-588,-588
1/5/2017,11909027,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45670,DELIVERY,FNG00015,-504,-504
1/5/2017,11909025,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00014,-1176,-1176
1/5/2017,11909025,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00015,-336,-336
1/5/2017,11909028,CUSTOMER 1,CHALCO,MX,56640,DELIVERY,FNG00014,-2016,-2016
1/5/2017,11909029,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00014,-1596,-1596
1/5/2017,11909029,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00015,-420,-420
1/3/2017,11909155,CUSTOMER 1,CULIACAN,SI,80130,DELIVERY,FNG00015,-84,-84
1/13/2017,11909378,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00033,-1,-1.67
1/13/2017,11909382,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00031,-1,-0.75
1/13/2017,11909388,CUSTOMER 1,CULIACAN,SI,80130,DELIVERY,FNG00031,-60,-45
1/13/2017,11909592,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00013,-840,-840
1/13/2017,11909591,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00013,-504,-504
1/13/2017,11909696,CUSTOMER 1,CHALCO,MX,56640,DELIVERY,FNG00033,-1152,-1920
1/13/2017,11909704,CUSTOMER 3,VILLAHERMOSA,TB,86280,DELIVERY,FNG00019,-3065,-3065
1/13/2017,11909781,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00014,-1428,-1428
1/13/2017,11909781,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,DELIVERY,FNG00015,-168,-168
1/13/2017,11909778,CUSTOMER 1,VILLAHERMOSA,TB,86130,DELIVERY,FNG00031,-1440,-1080
1/13/2017,11909780,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00014,-420,-420
1/13/2017,11909780,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,DELIVERY,FNG00015,-252,-252
1/10/2017,11909147,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,-1152,-1920
1/5/2017,11909021,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00015,-252,-252
1/5/2017,11909022,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00014,-1344,-1344
1/5/2017,11909022,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00015,-420,-420
1/5/2017,11909020,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/5/2017,11909019,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00043,-1440,-3840
1/5/2017,11909018,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/5/2017,11909017,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/5/2017,11909016,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/13/2017,11909244,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00015,-756,-756
1/2/2017,11909149,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00014,-1596,-1596
1/2/2017,11909149,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00015,-420,-420
1/13/2017,11909360,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/12/2017,11909224,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/12/2017,11909218,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,-1440,-3840
1/24/2017,11909626,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/16/2017,11909343,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/12/2017,11909225,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/26/2017,11909726,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/13/2017,11909258,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00011,-1152,-1920
1/13/2017,11909359,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00015,-420,-420
1/13/2017,11909358,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00014,-924,-924
1/13/2017,11909358,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00015,-672,-672
1/13/2017,11909468,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,-1152,-1920
1/13/2017,11909475,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/13/2017,11909474,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/13/2017,11909472,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/13/2017,11909461,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00031,-1440,-1080
1/13/2017,11909458,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/13/2017,11909448,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/13/2017,11909393,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00043,-1440,-3840
1/13/2017,11909392,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00030,-1056,-660
1/13/2017,11909469,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/13/2017,11909887,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00031,-1080,-810
1/18/2017,11909827,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/18/2017,11909628,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,-1152,-1920
1/18/2017,11909637,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/19/2017,11909630,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/19/2017,11909642,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/17/2017,11909635,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00031,-1440,-1080
1/14/2017,11909641,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/13/2017,11909625,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
1/13/2017,11909634,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00031,-1440,-1080
1/16/2017,11909657,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,-1152,-1920
1/25/2017,11909783,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00043,-1440,-3840
1/25/2017,11909782,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,-1152,-1920
1/13/2017,11909779,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,-864,-1440
1/28/2017,11909897,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00014,-1680,-1680
1/28/2017,11909897,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00015,-336,-336
1/28/2017,11909896,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,-1152,-1920
1/20/2017,11909990,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,-1152,-1920
1/21/2017,11909992,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,-1152,-1920
2/7/2017,11910389,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00014,-2016,-2016
2/15/2017,11910736,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00014,-1932,-1932
2/4/2017,11910360,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00014,-1848,-1848
2/15/2017,11910462,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00014,-1848,-1848
